filename,pose_category,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y
pose15110.png,stop,0.412636,0.31607994,0.37179038,0.31251583,0.42661902,0.42599887,0.35846406,0.3632982,0.45053664,0.53444886,0.33970252,0.25718963,0.4644126,0.6342804,0.34573564,0.12834007,0.40369987,0.6367466,0.3559806,0.61665535,0.407018,0.7860635,0.34051755,0.7934768,0.3958627,0.9394499,0.3379159,0.9323817
IMG_20241016_111049.jpg,stop,0.5545086,0.32213056,0.51775175,0.319786,0.568344,0.391784,0.50730044,0.35952523,0.58456933,0.46070483,0.48756698,0.29585215,0.5821226,0.5341431,0.4873838,0.2053988,0.55529886,0.5309048,0.51698303,0.52191746,0.556304,0.63729966,0.51144797,0.6434602,0.5463093,0.7434624,0.5209174,0.74441457
IMG_20241016_111045.jpg,stop,0.56838423,0.3883139,0.53361195,0.38486347,0.58208483,0.4532882,0.52376586,0.4212149,0.5948143,0.51927656,0.5030686,0.36437842,0.5946632,0.5892159,0.50281066,0.28265837,0.5647046,0.58657146,0.52723956,0.5769786,0.56306744,0.68694943,0.5215789,0.6907852,0.5532487,0.7904302,0.5291646,0.7918811
IMG_20241017_144051.jpg,stop,0.43545496,0.4336732,0.39565423,0.43296766,0.44687945,0.5285727,0.38826975,0.477387,0.4574242,0.6246007,0.37299272,0.37855014,0.4621078,0.7287806,0.3672744,0.26223135,0.43376362,0.7227965,0.39206508,0.7081015,0.434456,0.89803755,0.38164863,0.9115703,0.41939583,0.95449936,0.38110024,0.94589174
IMG_20241016_103234.jpg,stop,0.5138126,0.428887,0.47797543,0.42905942,0.53046477,0.49708447,0.46966943,0.46708804,0.5449361,0.57200843,0.44809553,0.40519103,0.55223125,0.6516587,0.45758227,0.31931636,0.51660764,0.6427004,0.47598207,0.6359967,0.52317005,0.75557053,0.4729458,0.76545334,0.52077925,0.86552954,0.47832206,0.86436284
IMG_20241017_144050.jpg,stop,0.47632363,0.3595212,0.43676063,0.35515973,0.4888022,0.4461937,0.4292727,0.4008768,0.4969425,0.5462448,0.41202995,0.308162,0.5050689,0.6480314,0.40671355,0.19079298,0.4724109,0.6355232,0.4322939,0.6232422,0.47194573,0.7895607,0.42331988,0.8004391,0.45604995,0.96161354,0.4232284,0.9613477
IMG_20241017_141114_1.jpg,stop,0.49761522,0.31439012,0.45814964,0.31826374,0.51760876,0.42174956,0.45345902,0.37880835,0.53449035,0.52251446,0.43274295,0.28421703,0.52774173,0.63113964,0.43263805,0.15235354,0.50331223,0.6304189,0.46137825,0.6179754,0.5100851,0.78400207,0.4564509,0.7968318,0.50716656,0.938667,0.46253613,0.9323667
IMG_20241016_102959.jpg,stop,0.5122307,0.32332864,0.47078812,0.3242066,0.523189,0.39668053,0.46338436,0.3619942,0.534767,0.46561337,0.43316177,0.30479926,0.5314679,0.5377291,0.4162571,0.2211087,0.5062414,0.5395861,0.466231,0.5280884,0.5081685,0.6492749,0.45971522,0.6540108,0.5053132,0.7733112,0.45695361,0.7686262
pose15039.png,stop,0.68204844,0.22897382,0.6403012,0.22472009,0.70160437,0.33922386,0.6288946,0.287337,0.7225408,0.42433333,0.59710366,0.19337082,0.726209,0.5224535,0.6021495,0.08093048,0.6890187,0.54988873,0.6427013,0.53565574,0.69631094,0.69504243,0.6432694,0.710251,0.69922656,0.8643325,0.6545746,0.87181586
IMG_20241017_140638.jpg,stop,0.49808598,0.26194757,0.4639827,0.2627634,0.5058537,0.34557238,0.45440498,0.3030274,0.51518863,0.43058988,0.44028905,0.211815,0.52137965,0.5162083,0.43742973,0.092055835,0.48525783,0.51498306,0.4512875,0.50245196,0.48988777,0.6479318,0.44326937,0.65402794,0.48226815,0.7946755,0.45220542,0.7845972
IMG_20241017_141049.jpg,stop,0.45465344,0.5138566,0.40831098,0.5195037,0.47188103,0.6391651,0.39693406,0.5810318,0.47714034,0.7632553,0.3825132,0.47001377,0.46870926,0.8956104,0.38882932,0.31918636,0.44286543,0.90375036,0.386295,0.8855127,0.45708483,0.99999994,0.36970574,0.99999994,0.4135059,0.9213893,0.3517943,0.92092955
IMG_20241017_141044.jpg,stop,0.640495,0.4657097,0.59387136,0.47442126,0.6639427,0.5889556,0.58461565,0.5366327,0.6811389,0.70479417,0.56850755,0.42560145,0.6728864,0.84427184,0.56928885,0.27310422,0.6477763,0.8503727,0.59054637,0.8345983,0.6550194,0.9934389,0.57424855,0.99999994,0.6326609,0.9038056,0.5732157,0.9231683
1725302269775.png,stop,0.3840183,0.3340191,0.33729586,0.3379931,0.3999748,0.42412925,0.3247516,0.39156643,0.42610458,0.5017988,0.29172915,0.3129536,0.43259916,0.58916235,0.29278412,0.20890579,0.38869637,0.59899837,0.341242,0.5930779,0.40166748,0.7239764,0.34093294,0.73940206,0.40099433,0.85434926,0.347945,0.8524939
IMG_20241017_141051.jpg,stop,0.43807068,0.3860161,0.38961464,0.3924989,0.46057072,0.5120193,0.38420123,0.45836946,0.47675595,0.6282796,0.36236197,0.34744853,0.4673753,0.75997996,0.3608472,0.19436778,0.4414761,0.75961125,0.3883841,0.7432133,0.44888294,0.94536453,0.3831917,0.97046036,0.43439603,0.9757831,0.3842676,0.9725841
IMG_20241016_111048.jpg,stop,0.57372177,0.38529655,0.5372212,0.38250408,0.58776885,0.45184848,0.5279608,0.4209786,0.59914696,0.52536964,0.5073987,0.36188585,0.59824497,0.59904253,0.50387776,0.27277577,0.5674228,0.5917046,0.5289025,0.5826382,0.5663468,0.6951964,0.5227624,0.70053875,0.5563785,0.8007518,0.5299992,0.79688007
IMG_20241016_103002.jpg,stop,0.5143813,0.38648686,0.47519252,0.39103132,0.53107196,0.45643792,0.4687753,0.427901,0.5471487,0.52457625,0.43217912,0.3771075,0.5468655,0.6020687,0.41015565,0.3076969,0.5225614,0.5988328,0.48119652,0.5916002,0.5340459,0.70731944,0.48320282,0.7182982,0.5377126,0.8292002,0.48612493,0.8298453
IMG_20241017_144043.jpg,stop,0.60329825,0.30385265,0.5593711,0.30557796,0.6197851,0.4115795,0.5514347,0.3560922,0.63260806,0.50886446,0.5295975,0.25302234,0.64070946,0.6202212,0.52265674,0.1221835,0.6067249,0.62350965,0.5609746,0.6065698,0.6083949,0.7838828,0.5564133,0.7961801,0.5915012,0.9573671,0.5581901,0.95916075
IMG_20241017_141047.jpg,stop,0.5053332,0.43856335,0.4650845,0.44949606,0.52682596,0.559814,0.4542863,0.51599705,0.54219025,0.66929686,0.43421012,0.41486764,0.53980744,0.7998102,0.44291016,0.25213453,0.51774794,0.8190069,0.46605328,0.80639946,0.52596027,0.9856142,0.45597264,0.99999994,0.48357207,0.92450273,0.43687794,0.9073544
IMG_20241016_103232.jpg,stop,0.52998203,0.29559842,0.49236903,0.29918066,0.5504389,0.3703911,0.4856003,0.33554843,0.56814796,0.43950558,0.46123186,0.27111593,0.57174957,0.51696813,0.4647007,0.1882024,0.5419705,0.5133983,0.49949396,0.5043856,0.55091935,0.61362964,0.5013054,0.63123333,0.5512859,0.7215992,0.50905657,0.73095775
pose15055.png,stop,0.64827013,0.32391477,0.60829866,0.31601113,0.66087437,0.43306768,0.5911714,0.3766326,0.67639846,0.5291716,0.5636584,0.28913116,0.6761603,0.6328241,0.5716905,0.16324584,0.64449435,0.6472991,0.5982065,0.6297554,0.6418284,0.8026281,0.58662146,0.8140939,0.6348244,0.96526456,0.5894094,0.97453225
IMG_20241017_140635.jpg,stop,0.51767427,0.22409917,0.48260897,0.21928024,0.5273531,0.31390065,0.47631037,0.25964996,0.5365001,0.40304938,0.46032843,0.16021557,0.5445754,0.4946065,0.45467022,0.052688867,0.50509924,0.48538762,0.47138745,0.467752,0.50670546,0.6122575,0.46483657,0.6162631,0.49890625,0.7555484,0.47100434,0.75387496
IMG_20241017_141058_1.jpg,stop,0.43083185,0.30984777,0.381655,0.32208225,0.45509446,0.44281766,0.3741671,0.39258,0.47340947,0.55713195,0.34814438,0.2724771,0.46666157,0.68895006,0.35212398,0.11044617,0.44381088,0.6969492,0.3886828,0.6841564,0.45070812,0.8787461,0.38292274,0.91450626,0.43757942,0.9711469,0.38202447,0.9797074
IMG_20241017_140641.jpg,stop,0.5282242,0.33908358,0.4936622,0.33283556,0.53933907,0.42438158,0.4854709,0.37205583,0.55065495,0.5178945,0.46535307,0.28122997,0.5547535,0.6084062,0.4565982,0.17862138,0.51806724,0.59571373,0.48267505,0.578331,0.5221169,0.7295981,0.47736987,0.73011166,0.5182792,0.8798145,0.48614454,0.8597588
IMG_20241017_140620_1.jpg,stop,0.5489421,0.3562135,0.5097136,0.35195744,0.5614421,0.4480575,0.5025863,0.38603464,0.5778347,0.5333456,0.49119622,0.27852678,0.58165574,0.6282516,0.4815738,0.16817619,0.53924394,0.63366705,0.49987414,0.61308485,0.5444334,0.77277994,0.50218457,0.7812537,0.53905135,0.9337078,0.5176515,0.93463576
IMG_20241017_141101_1.jpg,stop,0.41687635,0.30696958,0.37311214,0.31147364,0.43783173,0.42807886,0.36677566,0.379465,0.4535762,0.5419008,0.34331867,0.27169985,0.44184828,0.6633137,0.34277853,0.12225193,0.4156045,0.6612521,0.36879647,0.6462227,0.4208526,0.82969844,0.36274016,0.84607387,0.41683468,0.98601,0.373256,0.9726413
IMG_20241016_102954.jpg,stop,0.5180965,0.38560614,0.45978922,0.38767388,0.5373153,0.4397115,0.45058835,0.41770607,0.5569108,0.492758,0.40546203,0.37018326,0.5531755,0.55013865,0.38747948,0.31162533,0.5179098,0.54650354,0.46179488,0.54081655,0.52901393,0.6333273,0.46046367,0.64119583,0.53332204,0.72756064,0.46452945,0.71803135
IMG_20241017_141053.jpg,stop,0.49374124,0.33950657,0.44711062,0.3475528,0.5141956,0.46870425,0.43699366,0.41451788,0.52811307,0.587751,0.41731873,0.30563194,0.5215131,0.71866083,0.41780794,0.13899513,0.4968101,0.72491235,0.4428433,0.70826864,0.5002053,0.9127135,0.4329262,0.9421104,0.4771937,0.9597936,0.4283627,0.96997654
IMG_20241017_141043.jpg,stop,0.5568049,0.37255222,0.51175296,0.37922028,0.57927287,0.49733496,0.50465846,0.44577143,0.5963649,0.6140396,0.48870394,0.32987717,0.59195876,0.74014527,0.4934158,0.17370342,0.5637345,0.74165857,0.5126661,0.727146,0.57079417,0.92976516,0.50698674,0.9467978,0.5516731,0.98421633,0.51456964,0.96641505
IMG_20241017_141102.jpg,stop,0.5144576,0.37286326,0.47265193,0.3798834,0.53512454,0.48902562,0.46597177,0.4471687,0.5511453,0.5976756,0.44372797,0.3523456,0.54062647,0.7243624,0.44201273,0.20712881,0.51585764,0.72046727,0.469012,0.70828986,0.5249597,0.89692956,0.46541065,0.90987635,0.51678526,0.98655003,0.4703382,0.96590537
IMG_20241017_140621.jpg,stop,0.55017257,0.39524427,0.51184267,0.3896822,0.5580507,0.48227972,0.5017143,0.42472273,0.5737227,0.5779033,0.49464944,0.31641516,0.5775621,0.67750895,0.49248692,0.20784181,0.53502506,0.66969925,0.49616143,0.6528304,0.54249173,0.81908476,0.4976113,0.8258104,0.53689885,0.97627676,0.51619107,0.9683553
IMG_20241017_140630.jpg,stop,0.57329094,0.25822133,0.5367493,0.2555569,0.5821066,0.3493272,0.52913713,0.30021605,0.5923164,0.44137403,0.5149215,0.19682992,0.6012016,0.5349844,0.5135935,0.06841096,0.5602867,0.53141445,0.5249556,0.5171294,0.56104666,0.6721992,0.5174063,0.6818086,0.551077,0.8234481,0.5210477,0.8204357
IMG_20241017_141058.jpg,stop,0.4766934,0.32517752,0.43452397,0.33073664,0.4970292,0.445528,0.4256175,0.3938608,0.5108955,0.5561762,0.40583768,0.2919444,0.5035978,0.6760459,0.41232798,0.14070664,0.4831095,0.67461336,0.4350243,0.65910816,0.4834685,0.8351871,0.4245486,0.8594953,0.4728136,0.97995263,0.4287299,0.9890446
IMG_20241016_103227.jpg,stop,0.5627923,0.3758721,0.5287119,0.37790254,0.5820812,0.44641274,0.51900905,0.4109998,0.59684545,0.512432,0.49375576,0.34991023,0.6030832,0.58835304,0.50157255,0.27319846,0.5728251,0.58454823,0.53222215,0.574934,0.57675105,0.6833496,0.52902806,0.7007337,0.574429,0.79312354,0.5360832,0.8083907
